# index	gene ID			Amplitude
20233		ENSG00000169344		0.07672773
30870		ENSG00000167580		0.06936836
53694		ENSG00000113889		0.060456682
5544		ENSG00000150201		0.05892063
30809		ENSG00000074803		0.053503454
6698		ENSG00000151704		0.052274402
20141		ENSG00000136872		0.052249387
30341		ENSG00000166828		0.05044775
48531		ENSG00000156284		0.04899721
46624		ENSG00000004939		0.047864642
26562		ENSG00000140519		0.047556527
41765		ENSG00000070915		0.047421686
13862		ENSG00000130829		0.046746943
2775		ENSG00000134240		0.045710005
49799		ENSG00000125144		0.044503994
56546		ENSG00000104332		0.04415857
22053		ENSG00000168269		0.044132598
30014		ENSG00000050628		0.044009645
23608		ENSG00000168447		0.043931663
39298		ENSG00000116218		0.043826666
35903		ENSG00000205358		0.043713167
35902		ENSG00000214128		0.042979315
8749		ENSG00000176387		0.04292432
57833		ENSG00000151418		0.04194285
18056		ENSG00000104327		0.041918594
15438		ENSG00000265460		0.04116634
24070		ENSG00000169550		0.04074468
17686		ENSG00000177133		0.040563792
18627		ENSG00000162399		0.04037173
57857		ENSG00000177807		0.03973204
