# index	gene ID			Amplitude
7110		ENSG00000140505		-0.046068292
41758		ENSG00000182566		-0.044142477
18915		ENSG00000160339		-0.042124003
8227		ENSG00000105697		-0.04129874
35903		ENSG00000205358		-0.040935934
49799		ENSG00000125144		-0.04047533
51771		ENSG00000019169		-0.03853111
9695		ENSG00000160868		-0.03777333
52564		ENSG00000147257		0.03748551
31329		ENSG00000145708		-0.03591306
5763		ENSG00000263761		-0.03555033
37115		ENSG00000113600		-0.035077546
51029		ENSG00000170509		-0.03470114
40889		ENSG00000205364		-0.034481376
26486		ENSG00000142748		-0.034378372
6278		ENSG00000249173		-0.03436779
20706		ENSG00000104938		-0.034343798
27588		ENSG00000140107		-0.033709418
52555		ENSG00000172425		-0.03301436
7200		ENSG00000145824		-0.032747123
28591		ENSG00000184374		-0.03123136
49831		ENSG00000175003		-0.031207763
57732		ENSG00000165682		-0.031197231
53460		ENSG00000198417		-0.031134518
35279		ENSG00000169715		-0.030084439
5254		ENSG00000255974		-0.029663783
27565		ENSG00000175063		0.029552955
17758		ENSG00000117399		0.029343149
36551		ENSG00000151365		-0.028959654
4323		ENSG00000198099		-0.0286558
